🇨🇳河南移动,#genre#
台视新聞,http://222.128.55.152:9080/live/ts.m3u8
寰宇新聞,http://222.128.55.152:9080/live/hy.m3u8
翡翠,http://cdn.163189.xyz/live/fct4k/stream.m3u8
TVBPLUS,http://cdn.163189.xyz/live/tvbp/stream.m3u8
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
HOY78,http://cdn.163189.xyz/live/hoy/stream.m3u8
澳视澳门,http://cdn.163189.xyz/live/asam/stream.m3u8
澳视卫星,http://cdn.163189.xyz/live/as/stream.m3u8
重温经典,http://cdn3.163189.xyz/live/cwjd/stream.m3u8
凤凰资讯,http://cdn3.163189.xyz/live/fhzx/stream.m3u8
TVBJ1,http://cdn3.163189.xyz/live/j1/stream.m3u8
翡翠,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
无线华丽,http://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
华丽翡翠,http://cdn9.163189.xyz/smt1.1.php?id=Wlt
无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
千禧经典,http://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
千禧经典,http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
Astro AOD,http://cdn9.163189.xyz/smt1.1.php?id=Aodhd
TVBPLUS,http://cdn5.1678520.xyz/live/?id=tvbp
viutv,http://cdn5.1678520.xyz/live/live2.1.php?id=viu
TVB J1,http://cdn5.1678520.xyz/live/?id=j1
HOY 77,http://cdn5.1678520.xyz/live/?id=hoy
VIU TV,http://cdn5.1678520.xyz/live/?id=viu
TVB PLUS,http://cdn.163189.xyz/live/?id=tvbp
凤凰资讯,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx
凤凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw
RHK 31,http://jp1.jdiptv.cc/live/rthk31.m3u8?kdstime=1737027675&kdssign=5873a4573de087125ea66ef0cbca5dd6
RHK 32,http://jp1.jdiptv.cc/live/rthk32.m3u8?kdstime=1737027727&kdssign=bb3e9c468e19028f61e4be9f3bf811ac
Plus综合,https://haoyunlai.serv00.net/Smartv-1.php?id=j2_twn
凤凰中文,https://haoyunlai.serv00.net/Smartv-1.php?id=phoenixtv_hd
凤凰资讯,https://haoyunlai.serv00.net/Smartv-1.php?id=phoenixinfo_hd
凤凰香港,https://haoyunlai.serv00.net/Smartv-1.php?id=hkphoenix_twn
HOY78,https://haoyunlai.serv00.net/Smartv-1.php?id=hoycaijing_twn
无线新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=inews_twn
翡翠,https://haoyunlai.serv00.net/Smartv-1.php?id=jade_twn
华丽,https://haoyunlai.serv00.net/Smartv-1.php?id=Wlt
华丽,https://haoyunlai.serv00.net/Smartv-1.php?id=Tvbjade
明珠,https://haoyunlai.serv00.net/Smartv-1.php?id=pearl_twn
娱乐新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=Tvbentertainment
千禧经典,https://haoyunlai.serv00.net/Smartv-1.php?id=Tvbclassic
VIUTV,https://haoyunlai.serv00.net/Smartv-1.php?id=viusix_twn
RTHK-31,https://haoyunlai.serv00.net/Smartv-1.php?id=rhk31_twn
RTHK-32,https://haoyunlai.serv00.net/Smartv-1.php?id=rhk32_twn
美亚电影,https://haoyunlai.serv00.net/Smartv-1.php?id=meiyamovie_twn
天映经典,https://haoyunlai.serv00.net/Smartv-1.php?id=Celestialindo
天映经典,https://haoyunlai.serv00.net/Smartv-1.php?id=Celestial
天映经典,https://haoyunlai.serv00.net/Smartv-1.php?id=Celestial2
公视,http://al-hk1.jdiptv.cc/live/gs3.m3u8?kdstime=1737437454&kdssign=6848ae31dedb97d3c245da8a8e1ee0c3
公视,http://al-hk1.jdiptv.cc/live/gs3.m3u8?kdstime=1737450012&kdssign=f7e8e8c38ddf2adb472ffe6784f897fc
龙华电影,https://haoyunlai.serv00.net/Smartv-1.php?id=xingwei_movie
龙祥电影,https://haoyunlai.serv00.net/Smartv-1.php?id=lungxiangtime_twn
纬来电影,https://haoyunlai.serv00.net/Smartv-1.php?id=videolandmovie
东森电影,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvmovie
Astr爱奇,https://haoyunlai.serv00.net/Smartv-1.php?id=Qiyi
AstrQJ国,https://haoyunlai.serv00.net/Smartv-1.php?id=Quanjia
Astr欢喜,https://haoyunlai.serv00.net/Smartv-1.php?id=Huahee
中天新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=ctinews
东森新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvnews
Tvbs新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=tvbs_n
寰宇新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=huanyuxinwen_twn
非凡新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=feifannews_twn
民视新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=ftvnew_taiwan
公视,https://haoyunlai.serv00.net/Smartv-1.php?id=ctv_taiwan
民视,https://haoyunlai.serv00.net/Smartv-1.php?id=ftvhd_taiwan
台视,https://haoyunlai.serv00.net/Smartv-1.php?id=ttv_taiwan
台视综合,https://haoyunlai.serv00.net/Smartv-1.php?id=ttvzhonghe
八大第一,https://haoyunlai.serv00.net/Smartv-1.php?id=badafirst
八大综合,https://haoyunlai.serv00.net/Smartv-1.php?id=badazhonghe
八大戏剧,https://haoyunlai.serv00.net/Smartv-1.php?id=badadrama
中天综合,https://haoyunlai.serv00.net/Smartv-1.php?id=ctizhonghe
中天娱乐,https://haoyunlai.serv00.net/Smartv-1.php?id=ctient
东森综合,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvzhonghe
东森戏剧,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvdrama
东森洋片,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvwestern
东森财经,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvcaijing_twn
龙华戏剧,https://haoyunlai.serv00.net/Smartv-1.php?id=lunghuaxiju_twn
龙华偶像,https://haoyunlai.serv00.net/Smartv-1.php?id=lunghuaidol_twn
龙华洋片,https://haoyunlai.serv00.net/Smartv-1.php?id=lunghuawestern_twn
纬来日本,https://haoyunlai.serv00.net/Smartv-1.php?id=videolandjapan
三立台湾,https://haoyunlai.serv00.net/Smartv-1.php?id=sanlitaiwan
三立戏剧,https://haoyunlai.serv00.net/Smartv-1.php?id=sanlixiju_twn
三立综合,https://haoyunlai.serv00.net/Smartv-1.php?id=sanlizhonghe
EYE-戏剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eyetvxiju_twn
ELTa影剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eltayingju_twn
Tvbs欢乐,https://haoyunlai.serv00.net/Smartv-1.php?id=tvbshuanle_twn
寰宇财经,https://haoyunlai.serv00.net/Smartv-1.php?id=huanyutaiwan_twn
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
TVB J2,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
HOY TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
RHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
CCTV-1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
凤凰资讯,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzx
凤凰中文,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzw
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
星空卫视,http://ali.hlspull.yximgs.com/live/facf94ac3441dc4e5f8e48d1eeb18045.flv
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
TVB无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
RTHK-34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
nowsports,https://stream1.freetv.fun/nowsports-1.ctv
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
翡翠台,http://m.osvs.asia:8000/bysid/1
ViuTV6,http://m.osvs.asia:8000/bysid/96
ViuTV,http://m.osvs.asia:8000/bysid/99
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
NHK新闻英,http://61.221.215.25:8800/hls/51/index.m3u8
CHC影迷电影,http://113.195.172.192:808/hls/112/index.m3u8
CHC家庭影院,http://113.195.172.192:808/hls/113/index.m3u8
CHC动作电影,http://113.195.172.192:808/hls/114/index.m3u8
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8$LR•IPV4『线路11』
翡翠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53$LR•IPV4『线路19』
翡翠台4K,http://cdn.132.us.kg/live/fct4k/stream.m3u8
TVB翡翠剧集,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00b42-golive.flv
TVB无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB无线功夫,https://lb-mvtv-live.v2h-cdn.com/redirect/asia_action1/1asia_action.stream?type=m3u8
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB无线新闻,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8
TVB无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路1』
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB Plus,http://cdn.132.us.kg/live/tvbp/stream.m3u8
TVB Plus,https://stream1.freetv.fun/tvb-j2-1.m3u8
TVB明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
TVBJ1,http://cdn3.132.us.kg/live/j1/stream.m3u8
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
美亚电影HK(粤),p3p://167.114.175.6:55331/655f8ccc0007d2578e70f934113a2428
美亞電影HK,p3p://108.181.32.169:54829/642525310003ad3cea72ca2155c734c3
HOY 77,http://cdn.132.us.kg/live/hoy/stream.m3u8
HOY 77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
澳视澳门,http://cdn.132.us.kg/live/asam/stream.m3u8
澳门Mac,http://cdn.132.us.kg/live/as/stream.m3u8
澳门莲花,http://php.jdshipin.com/amlh.php
Now新闻,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/477070.m3u8
Plus综合,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476931.m3u8
Plus综合,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476933.m3u8
tvb1综合,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476199.m3u8
无线翡翠,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476927.m3u8
无线明珠,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476935.m3u8
无线星河,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476200.m3u8
无线经典,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476210.m3u8
无线亚剧,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/477549.m3u8
台视新闻,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476268.m3u8
ELTA体2,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/488983.m3u8
无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
TVB娱乐新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
广东珠江频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻.备用,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
TVB明珠,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
TVB娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
VIU,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIU,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
TaiwanPlus,http://211.75.171.121:8531/http/61.67.128.137:8081/hls/87/80/PtsTaiwanPlus4max.m3u8
Tvbs新聞台,http://211.75.171.121:8574/http/61.67.128.137:8081/hls/75/817/ch059.m3u8
Tvbs綜合台,http://211.75.171.121:8575/http/61.67.128.137:8081/hls/75/817/ch058.m3u8
Tvbs歡樂台,http://211.75.171.121:8527/http/61.67.128.137:8081/hls/65/807/ch017.m3u8
寰宇新聞台,http://211.75.171.121:8520/http/61.67.128.137:8081/hls/76/818/ch062.m3u8
東森新聞台,http://211.75.171.121:8533/http/61.67.128.137:8081/hls/63/805/ch010.m3u8
中天新聞台,http://211.75.171.121:8534/http/61.67.128.137:8081/hls/78/80/ch063max.m3u8
年代新聞台,http://211.75.171.121:8544/http/61.67.128.137:8081/hls/67/809/ch027.m3u8
三立新聞台,http://211.75.171.121:8537/http/61.67.128.137:8081/hls/65/807/ch018.m3u8
非凡新聞台,http://211.75.171.121:8623/http/61.67.128.137:8081/hls/75/817/ch057.m3u8
民視新聞台,http://211.75.171.121:8535/http/61.67.128.137:8081/hls/85/80/FtvNews4max.m3u8
壹電視新聞,http://211.75.171.121:8549/http/61.67.128.137:8081/hls/66/808/ch024.m3u8
華視電視台,http://211.75.171.121:8536/http/61.67.128.137:8081/hls/89/80/Cts4max.m3u8
中視電視台,http://211.75.171.121:8539/http/61.67.128.137:8081/hls/88/80/Ctv4max.m3u8
民視電視台,http://211.75.171.121:8567/http/61.67.128.137:8081/hls/85/80/Ftv4max.m3u8
公視電視台,http://211.75.171.121:8583/http/61.67.128.137:8081/hls/87/80/Pts4max.m3u8
東風衛視台,http://211.75.171.121:8523/http/61.67.128.137:8081/hls/68/810/ch031.m3u8
年代綜合台,http://211.75.171.121:8565/http/61.67.128.137:8081/hls/72/814/ch045.m3u8
非凡商業台,http://211.75.171.121:8545/http/61.67.128.137:8081/hls/74/816/ch056.m3u8
彭博財經台,http://211.75.171.121:8552/http/61.67.128.137:8078/hls/43/80/bloomber.m3u8
鳯凰資訊台,http://211.75.171.121:8576/http/61.67.128.137:8078/hls/20/80/phoenixif.m3u8
鳯凰中文台,http://211.75.171.121:8577/http/61.67.128.137:8078/hls/21/80/phoenixch.m3u8
中天綜合台,http://211.75.171.121:8521/http/61.67.128.137:8081/hls/67/809/ch025.m3u8
中天娛樂台,http://211.75.171.121:8551/http/61.67.128.137:8081/hls/67/809/ch026.m3u8
三立台湾台,http://211.75.171.121:8516/http/61.67.128.137:8081/hls/65/807/ch020.m3u8
三立都會台,http://211.75.171.121:8517/http/61.67.128.137:8081/hls/65/807/ch019.m3u8
八大第一台,http://211.75.171.121:8597/http/61.67.128.137:8088/hls/66/808/ch022.m3u8
八大綜合台,http://211.75.171.121:8598/http/61.67.128.137:8088/hls/66/808/ch021.m3u8
八大戲劇台,http://211.75.171.121:8513/http/61.67.128.137:8081/hls/66/808/ch023.m3u8
東森綜合台,http://211.75.171.121:8519/http/61.67.128.137:8081/hls/63/805/ch012.m3u8
東森戲劇台,http://211.75.171.121:8525/http/61.67.128.137:8081/hls/64/806/ch013.m3u8
東森超視台,http://211.75.171.121:8541/http/61.67.128.137:8081/hls/64/806/ch014.m3u8
東森幼幼台,http://211.75.171.121:8593/http/61.67.128.137:8088/hls/63/805/ch009.m3u8
緯來綜合台,http://211.75.171.121:8596/http/61.67.128.137:8088/hls/68/810/ch032.m3u8
緯來戲劇台,http://211.75.171.121:8529/http/61.67.128.137:8081/hls/69/811/ch033.m3u8
緯來育樂台,http://211.75.171.121:8563/http/61.67.128.137:8081/hls/68/810/ch030.m3u8
緯來體育台,http://211.75.171.121:8564/http/61.67.128.137:8081/hls/67/809/ch028.m3u8
龍華戲劇台,http://211.75.171.121:8506/http/61.67.128.137:8068/hls/13/80/cstv13.m3u8
龍華日韓台,http://211.75.171.121:8507/http/61.67.128.137:8068/hls/12/80/cstv12.m3u8
龍華偶像台,http://211.75.171.121:8508/http/61.67.128.137:8068/hls/11/80/cstv11.m3u8
HBO亞洲台,http://211.75.171.121:8558/http/61.67.128.137:8081/hls/71/813/ch041.m3u8
AXN亞洲台,http://211.75.171.121:8559/http/61.67.128.137:8081/hls/71/813/ch043.m3u8
龍華電影台,http://211.75.171.121:8509/http/61.67.128.137:8068/hls/10/80/cstv10.m3u8
緯來電影台,http://211.75.171.121:8581/http/61.67.128.137:8081/hls/69/811/ch035.m3u8
韓國娛樂台,http://211.75.171.121:8518/http/61.67.128.137:8092/upload/116/KMTV_TS-1111_1.m3u8
旅遊生活台,http://211.75.171.121:8510/http/61.67.128.137:8088/hls/70/812/ch038.m3u8
亞洲旅遊台,http://211.75.171.121:8512/http/61.67.128.137:8088/hls/76/818/ch061.m3u8
探索發現台,http://211.75.171.121:8515/http/61.67.128.137:8088/hls/71/813/ch044.m3u8
寵物俱樂部,http://211.75.171.121:8528/http/61.67.128.137:8078/hls/40/80/pettv.m3u8
動物星球台,http://211.75.171.121:8590/http/61.67.128.137:8088/hls/70/812/ch037.m3u8
人間衛視台,http://211.75.171.121:8514/http/61.67.128.137:8088/hls/69/811/ch036.m3u8
大愛電視台,http://211.75.171.121:8585/http/61.67.128.137:8088/hls/73/815/ch052.m3u8
好消息綜合,http://211.75.171.121:8586/http/61.67.128.137:8088/hls/74/816/ch053.m3u8
博斯運動台,http://211.75.171.121:8543/http/61.67.128.137:8068/hls/15/80/cstv15.m3u8
城市運動台,http://211.75.171.121:8587/http/61.67.128.137:8078/hls/112/80/tracesport.m3u8
DAZN一台,http://211.75.171.121:8579/http/61.67.128.137:8078/hls/25/80/esport.m3u8
DAZN二台,http://211.75.171.121:8578/http/61.67.128.137:8078/hls/26/80/esport2.m3u8
NHK世界台,http://211.75.171.121:8553/http/61.67.128.137:8081/hls/62/804/ch006.m3u8
MOMO綜合,http://211.75.171.121:8502/http/61.67.128.137:8081/hls/76/818/momo_4max.m3u8
MOMO親子,http://211.75.171.121:8522/http/61.67.128.137:8081/hls/90/80/momo4max.m3u8
法国时装,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
港澳台,#genre#
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com:8880/xsj.php?id=phtv-hk 
凤凰资讯,http://php.jdshipin.com:8880/xsj.php?id=phtv-info 
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰卫视,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://php.jdshipin.com:8880/xsj.php?id=phtv-cn 
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
翡翠台北美版(TVB J1),https://cdn5.1678520.xyz/live/live2.1.php?id=j1
翡翠台北美版(TVB J1),http://php.jdshipin.com:8880/TVOD/iptv.php?id=j1
翡翠台4K,https://cdn.163189.xyz/live/fct4k/stream.m3u8
翡翠台4K,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
翡翠台2K,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台2K,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台1K,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
澳门Mac,http://cdn.132.us.kg/live/as/stream.m3u8.
澳视澳门,http://php.jdshipin.com:8880/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com:8880/TVOD/iptv.php?id=as
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新聞台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
天映,http://php.jdshipin.com:8880/xsj.php?id=celestial 
天映, http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
华丽翡翠台|备用,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali2
华丽翡翠台,http://php.jdshipin.com:8880/smt.php?id=Wlt
华丽翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
华丽翡翠台,http://php.jdshipin.com/smt.php?id=Tvbjade
千禧经典台,http://php.jdshipin.com:8880/xsj.php?id=tvb-classic 
千禧经典台, http://php.jdshipin.com/smt.php?id=Tvbclassic
动物星球1,http://61.221.215.25:8800/hls/57/index.m3u8
功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
八度空间,http://php.jdshipin.com/smt.php?id=TV8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
VIUTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB粤语片台,http://php.jdshipin.com:8880/xsj.php?id=tvb-yueyu 
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxh
TVB星河, http://php.jdshipin.com/smt.php?id=Xinhe
TVB无线新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=wxxwt
TVB娱乐新闻台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbylxw
TVB娱乐新闻台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
TVB亚洲剧台,http://php.jdshipin.com:8880/xsj.php?id=tvb-asia-drama 
TVB亚洲剧台,http://php.jdshipin.com:8880/xsj.php?id=tvb-asia-drama
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
TVB Xing He,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB PLUS,http://cdn5.1678520.xyz/live/?id=tvbp
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
NowViu剧集台,http://php.jdshipin.com:8880/xsj.php?id=now-viu-drama 
NOW财经台,http://php.jdshipin.com:8880/xsj.php?id=now-finance 
NOW紫金国际台,http://php.jdshipin.com:8880/xsj.php?id=now-jelli 
NOW直播台,http://php.jdshipin.com:8880/xsj.php?id=now-direct 
NOW星影台,http://php.jdshipin.com:8880/xsj.php?id=now-baogu-superstars 
NOW新闻台,http://php.jdshipin.com:8880/xsj.php?id=now-news 
NOW HBO,http://php.jdshipin.com:8880/xsj.php?id=Now-HBO 
NOW HBO Signature,http://php.jdshipin.com:8880/xsj.php?id=now-hbo-signature 
NOW HBO Hits,http://php.jdshipin.com:8880/xsj.php?id=now-hbo-hits 
NOW HBO Family,http://php.jdshipin.com:8880/xsj.php?id=now-hbof-amily 
NHK,http://61.221.215.25:8800/hls/51/index.m3u8
LOS,http://61.221.215.25:8800/hls/58/index.m3u8
J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
HOY资讯台,http://php.jdshipin.com:8880/xsj.php?id=hoy-info 
HOY 77,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro AOD,http://php.jdshipin.com/smt.php?id=Aodhd
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
AMC,http://61.221.215.25:8800/hls/43/index.m3u8
1905国外电影,http://php.jdshipin.com:8880/1905.php?id=1905dy2
1905国内电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
💝咪咕频道👉全网,#genre#
CCTV-1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV-2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV-3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV-4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV-5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV-5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV-6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV-7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV-8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV-9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV-10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV-11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV-12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV-13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV-14,http://z.b.bkpcp.top/m.php?id=cctv14
